tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,Churn
63,23.23,1386.68,Month-to-month,DSL,No,No,Credit card,1,Yes,No,No,No
31,73.18,2100.67,Two year,No,Yes,No,Credit card,1,Yes,No,Yes,No
6,46.55,252.83,Month-to-month,No,No,No,Credit card,0,Yes,No,No,No
20,66.18,1228.23,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
19,96.47,1735.62,One year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,No
25,18.0,410.07,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,No,Yes
67,72.94,4859.78,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,No
14,87.79,1186.79,Month-to-month,No,No,Yes,Electronic check,1,No,No,Yes,Yes
13,89.24,1059.93,Month-to-month,No,No,No,Credit card,0,No,Yes,Yes,Yes
26,24.09,614.57,Two year,Fiber optic,Yes,Yes,Mailed check,0,No,No,Yes,No
39,77.58,3003.86,Two year,Fiber optic,No,Yes,Credit card,1,No,No,Yes,No
57,101.11,5338.39,Month-to-month,No,No,No,Bank transfer,1,Yes,No,Yes,No
27,75.3,1858.91,Month-to-month,DSL,No,No,Mailed check,0,Yes,Yes,Yes,No
25,61.53,1434.03,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,Yes,No
62,99.19,6046.62,One year,No,No,No,Credit card,0,No,No,No,No
65,44.17,2634.22,Month-to-month,DSL,No,No,Bank transfer,0,No,No,Yes,Yes
24,19.11,448.52,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,No,No
2,58.98,114.61,Month-to-month,DSL,No,No,Electronic check,0,Yes,No,No,Yes
71,81.05,5553.93,One year,Fiber optic,No,Yes,Electronic check,1,No,No,No,No
43,96.17,3900.97,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,No,No
41,80.92,3107.63,Two year,DSL,No,No,Bank transfer,0,No,Yes,Yes,No
5,90.07,409.15,Month-to-month,No,No,No,Electronic check,0,No,No,Yes,Yes
38,96.36,3426.36,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
51,54.82,2684.5,Month-to-month,Fiber optic,Yes,No,Electronic check,1,Yes,No,No,Yes
22,60.56,1318.76,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,Yes,No
49,103.62,4992.65,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,Yes,Yes
42,28.7,1088.74,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,No
18,77.87,1280.96,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,Yes,No,Yes
68,43.5,2913.18,Month-to-month,DSL,No,Yes,Bank transfer,1,Yes,No,No,No
50,98.01,4870.76,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
10,64.46,583.74,Two year,No,No,No,Bank transfer,0,Yes,No,Yes,No
11,65.23,696.09,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,Yes,Yes
7,116.87,766.2,One year,Fiber optic,No,No,Electronic check,1,No,No,Yes,Yes
23,32.72,704.72,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,No,No
40,71.47,2756.65,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,Yes,No
35,59.6,2046.41,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,Yes,Yes
71,80.97,5331.98,Month-to-month,DSL,No,No,Credit card,0,No,No,Yes,Yes
54,120.0,6289.07,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
8,46.84,361.08,Month-to-month,No,No,Yes,Bank transfer,0,No,No,Yes,Yes
46,29.08,1273.11,One year,Fiber optic,Yes,No,Electronic check,1,Yes,No,No,No
14,40.72,547.42,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,No,No,No
47,58.02,2459.17,Month-to-month,DSL,No,No,Bank transfer,0,No,No,Yes,No
41,66.93,2470.83,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,Yes,No
59,68.44,3856.43,One year,No,No,No,Credit card,0,Yes,No,No,No
69,119.08,7825.5,One year,Fiber optic,Yes,No,Credit card,0,Yes,Yes,No,Yes
11,113.75,1135.05,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
1,104.09,98.8,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
6,120.0,702.54,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,No,Yes
2,89.72,171.21,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,No
2,98.25,187.02,One year,No,No,No,Bank transfer,0,Yes,No,Yes,Yes
26,89.14,2252.26,One year,DSL,Yes,No,Electronic check,0,No,No,No,No
39,84.23,3012.92,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,Yes,Yes,Yes
32,76.83,2325.18,Month-to-month,Fiber optic,Yes,No,Mailed check,1,Yes,No,No,Yes
0,53.09,0.0,One year,Fiber optic,No,No,Mailed check,0,Yes,Yes,Yes,No
7,27.6,184.0,Month-to-month,No,No,Yes,Bank transfer,0,No,Yes,Yes,Yes
31,61.08,1816.21,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,No,No
47,81.97,3514.21,One year,DSL,Yes,No,Credit card,0,Yes,No,Yes,No
3,67.17,182.88,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,Yes
69,33.04,2089.8,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
18,60.02,1035.67,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,Yes,Yes
31,58.46,1665.4,One year,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
8,63.13,468.44,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,No,Yes
11,79.73,850.94,Two year,No,No,No,Credit card,0,Yes,Yes,Yes,No
10,86.19,797.11,One year,DSL,No,Yes,Electronic check,0,Yes,No,Yes,Yes
45,50.0,2114.44,Month-to-month,No,Yes,No,Mailed check,0,Yes,No,Yes,No
15,94.43,1406.37,Month-to-month,DSL,No,Yes,Credit card,0,Yes,No,No,No
0,98.95,0.0,Month-to-month,DSL,No,No,Electronic check,0,No,Yes,Yes,No
62,74.61,4281.41,Month-to-month,DSL,No,No,Credit card,0,Yes,No,No,No
20,84.94,1630.44,Two year,No,Yes,No,Credit card,0,Yes,No,No,No
29,94.53,2649.75,One year,DSL,No,No,Electronic check,0,No,No,Yes,Yes
12,32.07,381.0,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,Yes,Yes
33,96.64,3044.8,One year,Fiber optic,No,No,Mailed check,0,No,No,No,No
3,41.3,118.46,Month-to-month,No,Yes,Yes,Credit card,1,No,No,Yes,Yes
27,44.22,1180.62,One year,No,No,No,Mailed check,0,No,No,No,No
58,70.89,3722.82,One year,Fiber optic,No,No,Bank transfer,0,No,Yes,Yes,Yes
26,18.0,450.6,Month-to-month,No,No,Yes,Bank transfer,0,Yes,No,Yes,Yes
68,70.27,4499.61,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,No,No
24,94.45,2246.35,One year,No,No,Yes,Credit card,0,Yes,No,Yes,No
2,18.0,35.86,One year,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
67,97.67,6000.91,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,No,No
24,44.04,981.01,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,Yes
19,71.21,1254.69,One year,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,No
33,48.39,1453.25,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,Yes,No,Yes
25,82.19,1948.51,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
4,95.75,364.35,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,No,Yes
60,84.41,4848.33,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,No,No
8,64.88,501.55,Month-to-month,DSL,Yes,No,Bank transfer,1,No,No,No,Yes
49,50.72,2252.39,Two year,No,Yes,No,Credit card,0,Yes,Yes,No,No
5,62.92,302.72,One year,No,No,No,Bank transfer,0,Yes,Yes,Yes,No
59,84.68,4953.06,Month-to-month,No,Yes,No,Mailed check,1,No,No,No,Yes
43,85.71,3484.67,Month-to-month,Fiber optic,No,Yes,Electronic check,1,No,No,Yes,No
10,81.52,742.38,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,Yes,Yes
65,26.52,1566.24,Month-to-month,No,No,No,Bank transfer,1,No,No,No,Yes
46,64.31,2745.78,Two year,No,No,No,Bank transfer,0,Yes,No,Yes,No
2,46.0,89.72,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,No,No,Yes
29,84.95,2281.49,Two year,Fiber optic,No,No,Credit card,0,Yes,Yes,No,Yes
20,42.05,825.39,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,No,No,Yes,Yes
27,78.56,2082.87,One year,Fiber optic,No,No,Electronic check,0,No,No,Yes,Yes
61,56.53,3261.12,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
32,18.0,535.73,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,Yes,No,No
34,92.93,3032.5,Month-to-month,No,No,No,Bank transfer,0,Yes,Yes,No,Yes
51,64.24,3214.17,Two year,Fiber optic,Yes,No,Mailed check,1,Yes,No,Yes,No
33,103.28,3089.42,One year,Fiber optic,Yes,No,Mailed check,0,No,No,No,Yes
40,18.0,716.65,Two year,Fiber optic,Yes,Yes,Mailed check,0,Yes,Yes,Yes,No
50,56.25,2712.91,One year,No,Yes,No,Electronic check,0,Yes,No,Yes,No
46,58.51,2529.47,Two year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,No
57,73.11,3961.41,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,Yes,Yes
56,25.24,1326.6,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,No,No
22,81.32,1683.95,One year,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,No
47,120.0,5411.93,One year,Fiber optic,Yes,No,Mailed check,1,Yes,No,No,Yes
21,79.24,1507.66,One year,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
16,67.79,995.2,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,Yes,Yes,Yes
68,23.68,1485.77,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,No,No,Yes,No
10,41.77,392.95,Two year,DSL,No,Yes,Mailed check,0,No,No,Yes,No
14,63.32,830.73,One year,DSL,Yes,Yes,Bank transfer,0,No,Yes,Yes,No
34,49.11,1623.36,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,Yes,Yes
32,95.79,2838.2,One year,No,No,No,Bank transfer,0,No,No,Yes,No
15,81.01,1100.57,Two year,DSL,Yes,Yes,Mailed check,0,No,Yes,Yes,No
33,120.0,3585.96,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,No,Yes
65,35.57,2083.46,Two year,DSL,No,No,Bank transfer,0,No,No,Yes,No
39,65.99,2326.04,Two year,Fiber optic,Yes,No,Credit card,1,Yes,No,No,No
27,23.5,625.53,Two year,DSL,Yes,No,Credit card,0,Yes,Yes,Yes,No
46,18.0,802.93,Two year,Fiber optic,Yes,No,Mailed check,1,No,No,No,No
38,86.68,3292.5,Month-to-month,DSL,No,Yes,Credit card,0,Yes,No,Yes,No
69,79.9,4972.99,Month-to-month,No,No,Yes,Credit card,1,Yes,No,No,No
19,39.36,736.55,Month-to-month,No,Yes,Yes,Mailed check,0,Yes,No,Yes,No
0,67.79,0.0,Month-to-month,No,No,No,Electronic check,0,Yes,Yes,Yes,Yes
71,46.12,3156.75,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,Yes,No,Yes
62,50.17,2910.39,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,No,No,No
66,55.39,3427.89,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,Yes,No,No
3,38.1,112.53,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
57,43.5,2408.46,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,No,No
24,44.35,1029.31,Two year,DSL,No,No,Bank transfer,0,No,No,Yes,No
46,77.69,3227.32,Month-to-month,Fiber optic,No,No,Mailed check,1,Yes,No,Yes,No
37,18.0,611.68,One year,DSL,Yes,No,Bank transfer,0,No,No,No,No
14,58.17,811.34,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,Yes
62,32.37,1897.44,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,No,No
20,33.45,654.38,Two year,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
56,49.23,2588.52,Month-to-month,No,No,No,Mailed check,0,No,Yes,No,Yes
52,64.57,3278.51,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,Yes,No,Yes
45,58.57,2403.51,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,Yes,Yes,Yes
13,33.08,388.85,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,Yes,Yes,No
16,86.65,1312.39,Month-to-month,DSL,Yes,No,Bank transfer,1,Yes,No,No,Yes
38,37.92,1382.12,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,No,Yes
8,42.96,320.44,Month-to-month,No,Yes,Yes,Electronic check,0,Yes,No,Yes,No
5,73.53,357.21,Two year,No,Yes,No,Credit card,0,Yes,No,No,Yes
22,74.61,1558.66,One year,Fiber optic,No,No,Credit card,0,No,No,Yes,Yes
58,46.65,2686.3,Month-to-month,DSL,Yes,No,Credit card,0,Yes,Yes,No,No
45,18.0,735.88,Month-to-month,DSL,No,Yes,Credit card,1,Yes,No,No,No
37,38.44,1289.52,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,Yes,Yes,Yes
13,69.86,899.56,Month-to-month,No,No,No,Mailed check,0,Yes,No,No,Yes
71,85.66,5880.62,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,Yes,Yes,No
61,62.62,3694.19,Two year,No,No,Yes,Bank transfer,1,No,No,Yes,No
34,50.63,1554.02,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,No,No
18,120.0,2146.54,Two year,DSL,No,Yes,Electronic check,0,No,No,Yes,No
29,53.83,1525.45,Month-to-month,DSL,Yes,No,Credit card,0,No,Yes,Yes,Yes
24,83.37,1953.72,Two year,DSL,No,No,Credit card,0,Yes,No,No,No
39,24.95,964.48,One year,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,No
13,32.29,402.06,One year,DSL,No,No,Electronic check,0,No,Yes,Yes,No
25,84.42,1982.74,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,Yes,Yes
21,96.34,1918.07,Two year,Fiber optic,No,Yes,Credit card,0,No,No,Yes,No
47,53.31,2449.76,Two year,DSL,No,No,Electronic check,0,No,No,Yes,No
50,18.0,879.19,One year,DSL,Yes,No,Credit card,1,Yes,No,No,No
2,59.97,115.26,Month-to-month,DSL,Yes,Yes,Mailed check,0,No,No,Yes,No
41,70.68,2671.29,One year,Fiber optic,No,Yes,Mailed check,0,No,Yes,Yes,Yes
18,67.96,1201.12,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,Yes,No
27,48.1,1252.89,One year,DSL,Yes,No,Mailed check,0,No,Yes,Yes,No
44,60.41,2451.05,Two year,No,Yes,Yes,Mailed check,1,Yes,Yes,Yes,No
70,42.51,2821.16,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,No,No,No
62,31.64,1961.13,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,Yes,Yes,No
18,87.67,1472.07,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
46,67.93,2848.72,One year,No,No,No,Credit card,0,Yes,No,Yes,No
13,60.48,709.32,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
37,49.79,1692.02,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,Yes,No
52,59.59,2846.75,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,Yes,No
60,69.81,4129.15,One year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
35,116.86,3744.96,Month-to-month,Fiber optic,No,No,Mailed check,0,No,Yes,No,Yes
39,84.64,3255.62,One year,Fiber optic,No,No,Credit card,1,Yes,No,Yes,No
29,45.01,1186.08,Month-to-month,No,No,No,Electronic check,0,No,Yes,No,No
8,45.33,359.25,One year,No,Yes,Yes,Electronic check,0,Yes,No,No,No
63,40.65,2370.51,Two year,DSL,Yes,No,Mailed check,0,Yes,No,No,No
32,58.98,1814.04,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,Yes,Yes,Yes
51,40.63,1898.01,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,Yes,No
13,79.24,967.29,Two year,Fiber optic,No,No,Mailed check,0,No,Yes,Yes,No
52,18.0,850.43,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,Yes,Yes
58,81.06,4503.8,Month-to-month,DSL,No,No,Credit card,0,Yes,No,No,Yes
40,73.26,2738.72,Two year,DSL,No,No,Electronic check,0,No,No,No,No
67,102.88,6791.05,Two year,DSL,No,No,Mailed check,0,No,No,Yes,No
67,91.3,5616.61,One year,DSL,No,Yes,Credit card,0,Yes,No,No,No
7,44.49,289.01,Month-to-month,DSL,No,No,Credit card,0,No,No,No,No
1,87.93,80.7,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,No,Yes
40,59.96,2293.79,Month-to-month,DSL,No,No,Electronic check,1,No,No,No,Yes
54,18.0,885.66,One year,DSL,No,No,Bank transfer,1,Yes,No,No,No
15,69.76,961.57,One year,No,No,No,Credit card,0,Yes,No,Yes,No
61,46.27,2731.72,Two year,No,No,No,Electronic check,0,Yes,No,No,No
47,65.01,2772.66,Month-to-month,DSL,Yes,Yes,Credit card,0,Yes,Yes,Yes,No
29,114.54,3236.35,One year,DSL,Yes,No,Credit card,0,No,No,Yes,No
11,71.74,718.46,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,Yes,Yes
34,34.48,1123.73,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,No,No
10,93.93,939.09,One year,DSL,Yes,Yes,Mailed check,0,No,Yes,Yes,No
63,75.88,4385.52,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,No,No
49,30.95,1404.49,One year,DSL,No,Yes,Credit card,0,Yes,No,Yes,No
20,18.0,356.34,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,Yes,No
68,35.68,2335.57,Two year,No,No,No,Bank transfer,0,No,No,Yes,No
47,90.09,4019.36,One year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,No
19,55.95,1016.56,Two year,Fiber optic,No,Yes,Credit card,1,No,Yes,Yes,No
66,67.43,4136.85,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
43,24.84,1052.67,Month-to-month,Fiber optic,No,No,Credit card,0,No,Yes,Yes,Yes
32,90.9,2834.7,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,No,Yes
60,18.0,1041.39,Month-to-month,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,Yes,No
8,45.34,360.24,One year,Fiber optic,No,Yes,Credit card,0,No,Yes,No,No
67,77.55,4976.64,One year,No,No,Yes,Electronic check,1,Yes,Yes,Yes,No
34,31.32,1012.9,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
64,83.42,5325.9,Month-to-month,No,Yes,No,Electronic check,1,No,No,No,Yes
7,38.92,250.81,Month-to-month,Fiber optic,No,No,Electronic check,1,Yes,No,No,Yes
44,28.22,1135.14,One year,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,Yes
46,103.59,4365.96,One year,DSL,No,No,Mailed check,0,Yes,Yes,Yes,No
39,69.62,2712.31,One year,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
53,80.57,4121.71,Month-to-month,No,Yes,Yes,Bank transfer,0,No,Yes,Yes,No
45,95.55,4001.31,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,Yes,No
46,18.0,765.82,One year,DSL,No,Yes,Credit card,0,Yes,Yes,Yes,No
14,84.04,1065.57,One year,DSL,No,No,Bank transfer,0,No,Yes,No,No
18,42.17,693.17,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,No,No
25,46.12,1142.41,One year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,No
51,78.12,3883.46,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,No,Yes,Yes,No
21,54.11,1129.67,One year,No,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
20,82.84,1561.32,Two year,Fiber optic,Yes,Yes,Mailed check,0,No,No,Yes,No
50,63.77,3061.35,One year,Fiber optic,No,Yes,Mailed check,0,No,No,Yes,No
37,70.05,2458.03,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
19,50.29,944.18,Month-to-month,DSL,No,No,Credit card,1,Yes,No,Yes,No
28,33.05,924.6,One year,Fiber optic,No,No,Bank transfer,0,Yes,No,No,No
50,42.79,2125.12,One year,No,No,No,Mailed check,0,No,No,No,No
3,61.92,178.29,One year,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,No,Yes
54,120.0,5872.05,One year,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
70,109.16,7348.94,Month-to-month,DSL,No,No,Credit card,1,Yes,No,No,No
27,45.4,1115.12,Two year,No,No,No,Mailed check,0,Yes,No,No,No
3,66.81,183.17,One year,No,Yes,Yes,Electronic check,0,No,No,Yes,No
21,56.37,1088.04,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,No
44,68.91,2839.05,One year,DSL,No,No,Mailed check,0,Yes,No,No,No
66,72.77,4606.76,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,No,Yes
65,80.83,4903.8,Month-to-month,No,No,No,Mailed check,0,Yes,No,No,No
33,18.0,561.46,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,Yes,No,No
54,75.99,3712.52,One year,Fiber optic,No,No,Bank transfer,0,Yes,Yes,Yes,Yes
0,53.03,0.0,Two year,DSL,No,No,Bank transfer,0,Yes,No,Yes,No
71,43.85,3006.57,One year,DSL,No,Yes,Credit card,0,No,Yes,Yes,No
37,88.83,2990.71,Month-to-month,DSL,No,No,Mailed check,1,Yes,Yes,No,No
5,109.0,533.29,Month-to-month,No,Yes,No,Credit card,0,No,No,No,Yes
24,85.67,1983.59,Month-to-month,Fiber optic,No,Yes,Electronic check,1,Yes,No,Yes,Yes
16,49.44,750.68,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,No
60,32.72,1875.42,One year,DSL,No,No,Credit card,0,Yes,No,Yes,No
11,18.0,188.16,Two year,No,No,No,Bank transfer,0,No,Yes,Yes,No
5,70.48,319.06,Month-to-month,No,No,No,Credit card,0,No,No,No,Yes
26,82.37,2084.9,One year,DSL,Yes,No,Mailed check,0,Yes,No,Yes,No
7,61.94,412.41,Two year,No,Yes,Yes,Credit card,0,Yes,No,Yes,No
64,93.01,5460.25,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,No,Yes,No
56,25.39,1376.45,One year,DSL,No,Yes,Electronic check,0,No,No,Yes,No
39,59.86,2263.35,One year,DSL,No,No,Credit card,0,Yes,Yes,Yes,No
13,57.49,688.59,One year,No,No,Yes,Credit card,0,Yes,No,Yes,No
34,61.7,2055.11,Month-to-month,No,No,No,Electronic check,0,Yes,No,Yes,No
47,100.04,4446.34,One year,DSL,No,Yes,Credit card,0,Yes,Yes,No,No
55,61.85,3123.01,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,No,No
48,56.16,2603.39,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,No,No
12,36.9,424.94,Month-to-month,No,No,Yes,Bank transfer,0,Yes,No,No,Yes
60,104.86,5769.65,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,No,No
48,22.06,1045.36,Two year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
45,48.41,2146.76,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,Yes
61,115.82,6949.33,Two year,DSL,Yes,No,Electronic check,0,Yes,No,Yes,No
7,79.05,520.11,Month-to-month,Fiber optic,No,No,Mailed check,0,No,Yes,Yes,Yes
42,64.39,2656.95,Month-to-month,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,Yes,Yes
19,65.65,1227.99,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,No,Yes
38,36.61,1390.7,Month-to-month,No,No,No,Electronic check,1,No,No,No,Yes
48,62.94,3008.31,Month-to-month,DSL,No,Yes,Credit card,0,No,No,Yes,Yes
63,54.5,3221.6,One year,No,No,No,Mailed check,0,No,No,No,No
61,70.39,3949.52,Month-to-month,DSL,No,No,Credit card,1,Yes,No,Yes,No
53,19.81,975.64,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,No,No
8,76.94,584.42,Month-to-month,DSL,Yes,No,Mailed check,0,No,Yes,No,No
36,95.5,3371.12,One year,Fiber optic,Yes,No,Bank transfer,1,Yes,No,No,No
48,58.89,2748.42,One year,Fiber optic,Yes,No,Electronic check,1,Yes,Yes,Yes,No
40,84.41,3304.72,One year,DSL,No,No,Credit card,0,No,Yes,Yes,Yes
16,74.31,1115.24,Two year,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
20,46.77,864.96,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,Yes,Yes
50,33.24,1499.81,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,Yes,Yes
58,37.45,2090.9,Month-to-month,Fiber optic,Yes,No,Credit card,1,Yes,No,No,No
38,73.79,2746.55,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,Yes,No
54,63.32,3381.37,One year,Fiber optic,No,No,Mailed check,0,Yes,Yes,Yes,No
40,103.25,3913.69,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,Yes,No
38,88.73,3347.34,Month-to-month,No,No,Yes,Credit card,0,No,No,Yes,Yes
12,88.66,979.06,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,No,Yes
63,72.89,4369.07,Two year,DSL,No,No,Bank transfer,0,No,No,Yes,No
10,36.13,332.89,Two year,DSL,No,No,Bank transfer,0,Yes,No,No,No
18,74.76,1236.42,Month-to-month,Fiber optic,No,No,Electronic check,1,Yes,No,Yes,No
10,66.92,666.08,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,No,Yes
45,30.85,1362.95,Two year,No,Yes,Yes,Credit card,0,Yes,No,Yes,No
44,101.3,4016.74,Two year,Fiber optic,No,No,Electronic check,0,No,Yes,No,No
0,98.07,0.0,Month-to-month,Fiber optic,Yes,No,Mailed check,1,Yes,No,Yes,Yes
39,30.68,1101.41,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,No,No,No,No
18,45.87,755.24,Two year,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,No,No
71,48.5,3339.3,One year,DSL,No,No,Credit card,0,No,No,Yes,No
71,83.3,5658.11,Month-to-month,DSL,Yes,No,Bank transfer,0,No,Yes,Yes,Yes
60,79.84,4528.81,One year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,No,No
11,66.33,670.49,Two year,DSL,Yes,Yes,Bank transfer,1,No,No,Yes,No
60,73.22,4075.84,Two year,DSL,No,Yes,Electronic check,0,No,No,No,No
